id,question,A,B,C,D,answer
16,"Chất phóng xạ  có chu kỳ bán rã là T. Ban đầu có một mẫu nguyên chất với khối lượng 4g. Sau khoảng thời gian 2 chu kỳ liên tiếp, khối lượng chất  trong mẫu đã bị phân rã là","0,25g.",3g.,1g.,"2g.
NLVL:VL 3.3
CĐTD: Vận dụng
Hướng dẫn
Khối lượng đã phân rã được tính theo công thức:","Đáp án: B
A. 0,25g.	B. 3g.	C. 1g.	D. 2g.
NLVL:VL 3.3
CĐTD: Vận dụng
Hướng dẫn
Khối lượng đã phân rã được tính theo công thức:"
17,"Một hạt nhân có số khối A, bán kính hạt nhân tính theo đơn vị fm được tính theo công thức",.,.,.,".
NLVL:VL 2.5
CĐTD: Hiểu","Đáp án: A
A. .	B. .	C. .	D. .
NLVL:VL 2.5
CĐTD: Hiểu"
18,"Trong sơ đồ của nhà máy điện hạt nhân, hơi nước trực tiếp là quay tuabin máy phát điện thuộc vòng trao đổi nhiệt nào?",Vòng trao đổi nhiệt sơ cấp (vòng 1).,Vòng trao đổi nhiệt thứ cấp (vòng 2).,Vòng trao đổi nhiệt sơ cấp và thứ cấp.,"Vòng trao đổi nhiệt thứ ba với các sông, hồ.
NLVL:VL 2.6
CĐTD: Hiểu","Đáp án: B
A. Vòng trao đổi nhiệt sơ cấp (vòng 1).	B. Vòng trao đổi nhiệt thứ cấp (vòng 2).
C. Vòng trao đổi nhiệt sơ cấp và thứ cấp.	D. Vòng trao đổi nhiệt thứ ba với các sông, hồ.
NLVL:VL 2.6
CĐTD: Hiểu
PHẦN II. Thí sinh trả lời từ câu 1 đến câu 4. Trong mỗi ý a), b), c), d) ở mỗi câu, thí sinh chọn đúng hoặc sai."
1,"Quả bóng thời tiết hay còn gọi là bóng thám không, là một công cụ quan trọng trong việc thu thập dữ liệu khí tượng phục vụ dự báo thời tiết.
a. Bóng thường được bơm khí hiếm nhẹ hơn không khí, nhờ đó có thể bay lên các tầng không khí khác nhau để thu thập thông tin về nhiệt độ, độ ẩm, áp suất, tốc độ gió…
b. Bóng thám không thường chỉ bay tới độ cao khoảng 30km đến 40km là bị vỡ do áp suất trong bóng lớn hơn áp suất không khí bên ngoài, chênh lệch này vượt giới hạn của bóng.
c. Một quả bóng thời tiết được thả vào không gian, khí trong nó có thể tích 15,8 m3 và áp suất ban đầu bằng 105 000 Pa và nhiệt độ là 27 °C. Quả bóng thời tiết sẽ bị nổ ở áp suất 27640 Pa, thể tích tăng tới 39,5 m3 và tại đó, nhiệt độ của khí gần bằng - 700C.
d. Người ta muốn chế tạo một bóng thám không có thể tăng bán kính lên tới 15 m, khi bay ở tầng khí quyển có áp suất 0,3.105 Pa và nhiệt độ 200 K. Bóng được bơm ở áp suất 1,02.105 Pa và nhiệt độ 300 K. Khi vừa bơm xong bán kính của bóng là 10,4m.
Hướng dẫn giải
a. Bóng thường được bơm khí hiếm nhẹ hơn không khí, nhờ đó có thể bay lên các tầng không khí khác nhau để thu thập thông tin về nhiệt độ, độ ẩm, áp suất, tốc độ gió…
NLVL:VL 1.3
CĐTD: Biết
⟹ Đ
b. Bóng thám không thường chỉ bay tới độ cao khoảng 30km đến 40km là bị vỡ do áp suất trong bóng lớn hơn áp suất không khí bên ngoài, chênh lệch này vượt giới hạn của bóng.
NLVL:VL 2.4
CĐTD: Hiểu
⟹ Đ
c. Một quả bóng thời tiết được thả vào không gian, khí trong nó có thể tích 15,8 m3 và áp suất ban đầu bằng 105 000 Pa và nhiệt độ là 27 °C. Quả bóng thời tiết sẽ bị nổ ở áp suất 27640 Pa, thể tích tăng tới 39,5 m3 và tại đó, nhiệt độ của khí gần bằng - 700C.
NLVL:VL 3.3
CĐTD: Vận dụng
⟹ S
Ta có:
197K=-760C
d. Người ta muốn chế tạo một bóng thám không có thể tăng bán kính lên tới 15 m, khi bay ở tầng khí quyển có áp suất 0,3.105 Pa và nhiệt độ 200 K. Bóng được bơm ở áp suất 1,02.105 Pa và nhiệt độ 300 K. Khi vừa bơm xong bán kính của bóng là 10,4m.
NLVL:VL 1.34
CĐTD: Vận dụng
⟹ S
Bóng khi vừa bơm xong: p1 = 1,02.105 Pa, T1 = 300 K, V1 =
Bóng khi bay ở tầng khí quyển: p2 = 0,3.105 Pa, T2 = 200 K, V2 =
Với R2 = 10 m
Áp dụng phương trình trạng thái của khí lí tưởng
Bán kính của bóng khi vừa bơm xong là",,,"NLVL:VL 3.3
CĐTD: Vận dụng
⟹ S
Ta có:
197K=-760C
d. Người ta muốn chế tạo một bóng thám không có thể tăng bán kính lên tới 15 m, khi bay ở tầng khí quyển có áp suất 0,3.105 Pa và nhiệt độ 200 K. Bóng được bơm ở áp suất 1,02.105 Pa và nhiệt độ 300 K. Khi vừa bơm xong bán kính của bóng là 10,4m.
NLVL:VL 1.34
CĐTD: Vận dụng
⟹ S
Bóng khi vừa bơm xong: p1 = 1,02.105 Pa, T1 = 300 K, V1 =
Bóng khi bay ở tầng khí quyển: p2 = 0,3.105 Pa, T2 = 200 K, V2 =
Với R2 = 10 m
Áp dụng phương trình trạng thái của khí lí tưởng
Bán kính của bóng khi vừa bơm xong là",,"Đáp án: B
A. hiệu giữa công hệ nhận được và nhiệt lượng mà hệ truyền ra bên ngoài.
B. tổng năng lượng do chuyển động và tương tác của các phân tử trong hệ.
C. năng lượng sinh ra từ phản ứng hóa học trong hệ.
D. tổng công và nhiệt lượng mà hệ nhận được từ bên ngoài.
NLVL:VL 1.1
CĐTD: Biết"
2,"Khung dây đồng ABCD hình chữ nhật có kích thước 5 cm × 10 cm đặt vào từ trường đều có độ lớn cảm ứng từ 0,2 T. Vectơ cảm ứng từ hợp với mặt phẳng khung 60o.
a) cảm ứng từ hợp với hợp với vector pháp tuyến của khung một góc 300.
NLVL:VL 1.5
CĐTD: Biết
b) Từ thông gửi qua khung dây có giá trị là
NLVL:VL 3.2
CĐTD: Vận dụng
c)Nếu tăng độ lớn cảm ứng từ lên 2 lần đồng thời tăng số vòng của khung dây lên 100 vòng thì từ thông qua khung sẽ tăng lên 100 lần.
NLVL:VL 3.3
CĐTD: Vận dụng
d) Nếu bóp méo khung dây đồng thì từ thông gửi qua mạch sẽ không thay đổi.\
NLVL:VL 2.1
CĐTD: Hiểu
Hướng dẫn giải",,,,,"Đáp án: C
Đối với khí lí tưởng có thể bỏ qua tương tác giữa các phân tử khí. Do đó nội năng khối khí lí tưởng không phụ thuộc vào thể tích của khối khí mà chỉ phụ thuộc nhiệt độ của khối khí.
NLVL:VL 1.3
CĐTD: Biết"
2,"Khung dây đồng ABCD hình chữ nhật có kích thước 5 cm × 10 cm đặt vào từ trường đều có độ lớn cảm ứng từ 0,2 T. Vectơ cảm ứng từ hợp với mặt phẳng khung 60o.
Vector cảm ứng từ hợp với mặt phẳng khung 600 tức là hợp với vector pháp tuyến của khung một góc 300.
NLVL:VL 2.4
CĐTD: Hiểu
Từ thông qua khung dây là
NLVL:VL 3.4
CĐTD: Vận dụng
Nếu tăng độ lớn cảm ứng từ lên 2 lần đồng thời tăng số vòng của khung dây lên 100 vòng thì từ thông qua khung sẽ tăng lên 2.100 = 200 lần.
NLVL:VL 2.5
CĐTD: Hiểu
Nếu bóp méo khung dây đồng thì từ thông gửi qua mạch sẽ thay đổi do khung dây biến dạng và thay đổi diện tích S.
NLVL:VL 3.4
CĐTD: Vận dụng",,,,,"Đáp án: C
Đối với khí lí tưởng có thể bỏ qua tương tác giữa các phân tử khí. Do đó nội năng khối khí lí tưởng không phụ thuộc vào thể tích của khối khí mà chỉ phụ thuộc nhiệt độ của khối khí.
NLVL:VL 1.3
CĐTD: Biết"
3,"Thả một quả cầu nhôm có khối lượng 150 g được đun nóng tới  vào một bình chứa nước  Sau một thời gian khi có cân bằng nhiệt thì nhiệt độ của nước trong bình là  Coi chỉ có quả cầu nhôm và nước trao đổi nhiệt với nhau. Biết nhiệt dung riêng của nhôm là , nhiệt dung riêng của nước là
Trong 2 vật quả cầu nhôm thu nhiệt và nước toả nhiệt.
NLVL:VL 2.2
CĐTD: Hiểu
b) Nhiệt lượng tỏa ra của vật tỏa nhiệt là 15840 J.
NLVL:VL 3.2
CĐTD: Vận dụng
Khối lượng nước trong bình (lấy tròn 2 số thập phân) là 0,38 kg.
NLVL:VL 3.3
CĐTD: Vận dụng
Khi có sự cân bằng nhiệt, để nước trong bình nóng đến  người ta bỏ vào bình quả cầu nhôm thứ 2 được nung nóng lên đến . Khối lượng của bình nhôm thứ 2 (lấy tròn 2 số thập phân) là 1,32 kg.
NLVL:VL 3.4
CĐTD: Vận dụng
Hướng dẫn giải
a) Vì nhiệt độ của nhôm lớn hơn của nước. Nêntrong 2 vật thì quả cầu Nhôm toả nhiệt và nước thu nhiệt.
=>Sai.
b)
=>Đúng
c)
=>Đúng
d) Khi có sự cân bằng nhiệt:
=>Sai.",,,,,"Đáp án: B
A. rò điện.	B. có bề mặt nóng.	C. có chất phóng xạ.	D. có vật sắc nhọn.
NLVL:VL 1.4
CĐTD: Biết"
4,"Giải thưởng Nobel Hóa học năm 1960 thuộc về Willard F.Libby (1908-1980) cho công trình nghiên cứu chất phóng xạ , dùng để định tuổi trong khảo cổ, địa chất, địa vật lý học... Công trình nghiên cứu này bắt đầu từ 1950 khi Willard F.Libby làm việc tại Đại học Chicago, chính thức được công nhận năm 1955 và đến 1960 thì nó mang lại cho ông giải thưởng Nobel danh giá.
Khi còn sống, động thực vật tồn tại trong trạng thái cân bằng với môi trường xung quanh thông qua quá trình trao đổi carbon với khí quyển hoặc thông qua chế độ hấp thụ dinh dưỡng của chúng. Do vậy, lượng  trong chúng có tương quan với lượng  khí quyển. Để xác định tuổi của một mẫu gỗ cổ, các nhà nghiên cứu nhận thấy khi cây gỗ chết, lượng trong thân cây bị phân rã với chu kỳ 5730 năm. Tại thời điểm khảo sát mẫu gỗ cổ, các nhà nghiên cứu nhận thấy lượng chỉ bằng một phần ba lượng trong mẫu gỗ tương đương đang còn sống.
Khi lượng chất trong mẫu gỗ cổ càng bé so với mẫu gỗ tương đương đang còn sống thì tuổi cổ vật càng nhỏ.
NLVL:VL 2.6
CĐTD: Hiểu
b) Để xác định tuổi cổ vật các nhà nghiên cứu sử dụng định luật phân rã phóng xạ . Tuổi cố vật là đại lượng T.
NLVL:VL 2.4
CĐTD: Hiểu
Hằng số phân rã phóng xạ của đồng vị gần đúng là s-1.
NLVL:VL 3.2
CĐTD: Vận dụng
Tuổi của cổ vật vào khoảng 9082 năm.
NLVL:VL 3.4
CĐTD: Vận dụng
Hướng dẫn giải
a)  phân rã càng nhiều thì khối lượng còn lại càng nhỏ. Tuổi cổ vật càng lớn.
b) T là chu kỳ bán rã, t là tuổi của cổ vật.
c) .
d) (năm).",,,,,"Đáp án: D
A. .	B. .	C. .	D. .
NLVL:VL 1.5
CĐTD: Biết"
1,"Đặt 1,0 kg nước ở 250C vào tủ lạnh thì sau 65 phút lượng nước này chuyển thành băng (nước đá) ở –14,50C. Cho biết nhiệt nóng chảy riêng và nhiệt dung riêng của băng lần lượt là 0,34 MJ/kg và 2,1 kJ/kg.K; nhiệt dung riêng của nước là 4,2 kJ/kg.K. Công suất làm lạnh của tủ lạnh bằng bao nhiêu kilowatt (kW) (làm tròn kết quả đến chữ số hàng phần trăm)?
NLVL:VL 3.3
CĐTD: Vận dụng
Hướng dẫn giải
Tính nhiệt lượng cần thiết để làm nguội nước từ 25°C xuống 0°C.
Tính nhiệt lượng cần thiết để làm đông đặc nước ở 0°C thành băng ở 0°C.
Tính nhiệt lượng cần thiết để làm nguội băng từ 0°C xuống -14,5°C.
Tính tổng nhiệt lượng cần thiết để chuyển 1 kg nước ở 25°C thành băng ở -14,5°C.
Chuyển đổi thời gian sang giây.
Tính công suất làm lạnh của tủ lạnh.
Làm tròn kết quả đến chữ số hàng phần trăm.",,,"Chuyển đổi thời gian sang giây.
Tính công suất làm lạnh của tủ lạnh.
Làm tròn kết quả đến chữ số hàng phần trăm.",,"Đáp án: B
A. hiệu giữa công hệ nhận được và nhiệt lượng mà hệ truyền ra bên ngoài.
B. tổng năng lượng do chuyển động và tương tác của các phân tử trong hệ.
C. năng lượng sinh ra từ phản ứng hóa học trong hệ.
D. tổng công và nhiệt lượng mà hệ nhận được từ bên ngoài.
NLVL:VL 1.1
CĐTD: Biết"
2,"Một thiết bị dò bức xạ CR-39 trong môi trường không khí trong nhà có thể tích 40.10-6m3 người ta đo được số hạt nhân  phóng xạ trong 1s là 2 phân rã/s. Biết chu kỳ bán rã của  là 3,8 ngày. Số hạt nhân có trong 1m3 không khí bên trong căn nhà đó là x.1010. x có giá trị bao nhiêu? (làm tròn kết quả đến chữ số hàng phần mười)?
NLVL:VL 3.2
CĐTD: Vận dụng
Hướng dẫn giải
Hằng số phân rã phóng xạ:
Độ phóng xạ:
Số hạt nhân chứa trong 1m3 không khí là N1m3 = (hạt/m3)",,,,,"Đáp án: C
Đối với khí lí tưởng có thể bỏ qua tương tác giữa các phân tử khí. Do đó nội năng khối khí lí tưởng không phụ thuộc vào thể tích của khối khí mà chỉ phụ thuộc nhiệt độ của khối khí.
NLVL:VL 1.3
CĐTD: Biết"
3,"Hình vẽ bên là đồ thị biểu diễn mối quan hệ giữa áp suất p và nhiệt độ T của quá trình biến đổi trạng thái của một lượng khí xác định.
Nhiệt độ khối khí ở trạng thái (1) bằng bao nhiêu độ K (làm tròn kết quả đến chữ số hàng đơn vị)?
NLVL:VL 3.2
CĐTD: Vận dụng
Hướng dẫn giải",,,,,"Đáp án: B
A. rò điện.	B. có bề mặt nóng.	C. có chất phóng xạ.	D. có vật sắc nhọn.
NLVL:VL 1.4
CĐTD: Biết"
4,". Một khung dây có 1000 vòng được đặt trong từ trường đều sao cho các đường sức từ vuông góc với mặt phẵng của khung. Diện tích mặt phẳng giới hạn bởi mỗi vòng là 2 dm2. Cảm ứng từ của từ trường giảm đều từ 0,5 T đến 0,2 T trong thời gian 0,1 s. Suất điện động cảm ứng xuất hiện trong trong khung dây có giá trị bằng bao nhiêu V (làm tròn kết quả đến chữ số hàng đơn vị)?
NLVL:VL 3.1
CĐTD: Vận dụng
Hướng dẫn giải",,,,,"Đáp án: D
A. .	B. .	C. .	D. .
NLVL:VL 1.5
CĐTD: Biết"
5,"Vào vụ Đông Xuân ở miền Bắc nước ta, do thời tiết lạnh, khi ngâm thóc giống để gieo cấy, người ta thường dùng nước ấm khoảng 40°C bằng cách đun sôi nước rồi pha với nước lạnh để kích thích hạt nảy mầm. Một người nông dân cần ngâm 10 kg thóc giống với tỷ lệ 3 lít nước (ở 40°C) cho mỗi kg thóc.
Lấy khối lượng riêng của nước là 1 kg/lít. Coi sự trao đổi nhiệt với bên ngoài và sự thay đổi khối lượng riêng của nước theo nhiệt độ không đáng kể. Phải đổ bao nhiêu lít nước sôi 100oC vào nước lạnh 10°C để đủ ngâm số thóc trên (làm tròn kết quả đến chữ số hàng đơn vị)?
NLVL:VL 3.3
CĐTD: Vận dụng
Hướng dẫn giải
Gọi thể tích nước sôi, nước lạnh đổ vào lần lượt là V1, V2 (lít):
V1 + V2 = 10 × 3 = 30 (l)
⇒ V2 = 30 - V1 (l)
Áp dụng phương trình cân bằng nhiệt:
Qthu = Qtỏa
DV2c (t - t2) = DV1c (t1 - t)
V2 (t - t2) = V1 (t1 - t)
V2 (40 - 10) = V1 (100 - 40)
V2 × 30 = V1 × 60
V2 = 2V1
Thay vào phương trình tổng thể tích:
30 - V1 = 2V1
30 = 3V1
V1 = 10 (l)
V2 = 20 (l)",,,,,"Đáp án: A
Nhiệt lượng cần thiết để làm tan hết viên nước đá
Thời gian để tan hết viên nước đá là:"
